transaction_id,investor_id,transaction_date,transaction_type,amount_inr,state,city,city_tier,age_group,gender,kyc_status,scheme_name,fund_house,category
10768,INV000624,2024-06-18 00:00:00.000000,SIP,28225.0,West Bengal,Kolkata,T30,56+,Male,Verified,ICICI Pru Liquid Fund - Regular - Growth,ICICI Prudential MF,Debt
10769,INV000676,2024-06-18 00:00:00.000000,SIP,6361.0,Rajasthan,Udaipur,B30,56+,Male,Pending,Axis Bluechip Fund - Direct - Growth,Axis Mutual Fund,Equity
10770,INV000678,2024-06-18 00:00:00.000000,Lumpsum,451114.0,Gujarat,Surat,T30,26-35,Male,Pending,Nippon India Gilt Securities Fund - Regular - Growth,Nippon India MF,Debt
10771,INV000709,2024-06-18 00:00:00.000000,SIP,47744.0,Telangana,Hyderabad,T30,26-35,Female,Verified,Axis Small Cap Fund - Regular - Growth,Axis Mutual Fund,Equity
10772,INV000718,2024-06-18 00:00:00.000000,SIP,868.0,Delhi,Gurugram,T30,26-35,Male,Verified,Kotak Bluechip Fund - Regular - Growth,Kotak Mahindra MF,Equity
10773,INV000768,2024-06-18 00:00:00.000000,SIP,10366.0,Delhi,Noida,T30,56+,Male,Verified,Mirae Asset Large Cap Fund - Regular - Growth,Mirae Asset MF,Equity
10774,INV001143,2024-06-18 00:00:00.000000,SIP,23107.0,Delhi,Noida,T30,26-35,Male,Pending,ICICI Pru Bluechip Fund - Direct - Growth,ICICI Prudential MF,Equity
10775,INV001166,2024-06-18 00:00:00.000000,Lumpsum,345000.0,Punjab,Chandigarh,T30,26-35,Male,Verified,Axis Small Cap Fund - Regular - Growth,Axis Mutual Fund,Equity
10776,INV001282,2024-06-18 00:00:00.000000,SIP,27853.0,West Bengal,Kolkata,T30,18-25,Female,Verified,Mirae Asset Large Cap Fund - Regular - Growth,Mirae Asset MF,Equity
10777,INV001314,2024-06-18 00:00:00.000000,SIP,2156.0,Gujarat,Ahmedabad,T30,26-35,Female,Verified,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,Equity
10778,INV001420,2024-06-18 00:00:00.000000,Lumpsum,117285.0,Rajasthan,Jaipur,T30,36-45,Male,Verified,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
10779,INV001458,2024-06-18 00:00:00.000000,Lumpsum,21064.0,Tamil Nadu,Coimbatore,B30,46-55,Male,Verified,UTI Flexi Cap Fund - Regular - Growth,UTI Mutual Fund,Equity
10780,INV001602,2024-06-18 00:00:00.000000,Redemption,349486.0,West Bengal,Kolkata,T30,36-45,Male,Verified,SBI Small Cap Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
10781,INV001629,2024-06-18 00:00:00.000000,SIP,8622.0,Madhya Pradesh,Indore,T30,26-35,Male,Verified,ICICI Pru Midcap Fund - Regular - Growth,ICICI Prudential MF,Equity
10782,INV001662,2024-06-18 00:00:00.000000,SIP,3139.0,Delhi,Gurugram,T30,36-45,Male,Verified,ICICI Pru Bluechip Fund - Direct - Growth,ICICI Prudential MF,Equity
10783,INV001705,2024-06-18 00:00:00.000000,Lumpsum,461240.0,Haryana,Faridabad,B30,46-55,Male,Verified,Kotak Flexicap Fund - Regular - Growth,Kotak Mahindra MF,Equity
10784,INV001725,2024-06-18 00:00:00.000000,Lumpsum,172917.0,Tamil Nadu,Coimbatore,B30,36-45,Male,Verified,ICICI Pru Liquid Fund - Regular - Growth,ICICI Prudential MF,Debt
10785,INV001794,2024-06-18 00:00:00.000000,SIP,45362.0,Haryana,Gurugram,T30,26-35,Male,Verified,UTI Nifty 50 Index Fund - Regular - Growth,UTI Mutual Fund,Equity
10786,INV001856,2024-06-18 00:00:00.000000,Lumpsum,226727.0,Delhi,New Delhi,T30,36-45,Female,Verified,UTI Flexi Cap Fund - Regular - Growth,UTI Mutual Fund,Equity
10787,INV001938,2024-06-18 00:00:00.000000,Lumpsum,159439.0,Karnataka,Mysore,B30,26-35,Male,Verified,UTI Mid Cap Fund - Regular - Growth,UTI Mutual Fund,Equity
10788,INV002007,2024-06-18 00:00:00.000000,SIP,1765.0,Haryana,Faridabad,B30,18-25,Male,Verified,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity
10789,INV002033,2024-06-18 00:00:00.000000,SIP,12697.0,Gujarat,Ahmedabad,T30,46-55,Male,Verified,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity
10790,INV002159,2024-06-18 00:00:00.000000,SIP,21509.0,Haryana,Gurugram,T30,26-35,Male,Verified,Axis Bluechip Fund - Direct - Growth,Axis Mutual Fund,Equity
10791,INV002170,2024-06-18 00:00:00.000000,SIP,418.0,Delhi,New Delhi,T30,26-35,Female,Verified,ABSL Liquid Fund - Regular - Growth,Aditya Birla Sun Life MF,Debt
10792,INV002198,2024-06-18 00:00:00.000000,SIP,2410.0,Delhi,Gurugram,T30,36-45,Female,Verified,Kotak Emerging Equity Fund - Regular - Growth,Kotak Mahindra MF,Equity
10793,INV002342,2024-06-18 00:00:00.000000,SIP,28742.0,Maharashtra,Mumbai,T30,26-35,Male,Verified,ICICI Pru Value Discovery Fund - Regular - Growth,ICICI Prudential MF,Equity
10794,INV002349,2024-06-18 00:00:00.000000,SIP,3109.0,Punjab,Amritsar,B30,26-35,Female,Verified,Nippon India Small Cap Fund - Regular - Growth,Nippon India MF,Equity
10795,INV002499,2024-06-18 00:00:00.000000,Redemption,219472.0,Gujarat,Surat,T30,26-35,Male,Verified,Axis Bluechip Fund - Regular - Growth,Axis Mutual Fund,Equity
10796,INV002557,2024-06-18 00:00:00.000000,SIP,2299.0,West Bengal,Kolkata,T30,26-35,Female,Verified,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,Equity
10797,INV002564,2024-06-18 00:00:00.000000,SIP,6737.0,Maharashtra,Pune,T30,18-25,Male,Verified,Nippon India ETF Nifty 50 BeES,Nippon India MF,Equity
10798,INV002683,2024-06-18 00:00:00.000000,SIP,47269.0,Haryana,Faridabad,B30,26-35,Male,Verified,Axis Bluechip Fund - Regular - Growth,Axis Mutual Fund,Equity
10799,INV002726,2024-06-18 00:00:00.000000,SIP,2514.0,Gujarat,Ahmedabad,T30,36-45,Male,Verified,Axis Bluechip Fund - Direct - Growth,Axis Mutual Fund,Equity
10800,INV002736,2024-06-18 00:00:00.000000,Lumpsum,403095.0,Karnataka,Mysore,B30,18-25,Female,Verified,SBI Small Cap Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
10801,INV002749,2024-06-18 00:00:00.000000,Lumpsum,365539.0,West Bengal,Kolkata,T30,46-55,Female,Verified,Axis Bluechip Fund - Direct - Growth,Axis Mutual Fund,Equity
10802,INV002868,2024-06-18 00:00:00.000000,Lumpsum,450661.0,Gujarat,Ahmedabad,T30,26-35,Female,Verified,ABSL Small Cap Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity
10803,INV002890,2024-06-18 00:00:00.000000,Redemption,308580.0,Rajasthan,Jaipur,T30,36-45,Female,Verified,DSP Small Cap Fund - Regular - Growth,DSP Mutual Fund,Equity
10804,INV002919,2024-06-18 00:00:00.000000,SIP,2727.0,Maharashtra,Mumbai,T30,18-25,Female,Verified,DSP Small Cap Fund - Regular - Growth,DSP Mutual Fund,Equity
10805,INV003031,2024-06-18 00:00:00.000000,Redemption,390923.0,Karnataka,Bangalore,T30,18-25,Male,Verified,Kotak Liquid Fund - Regular - Growth,Kotak Mahindra MF,Debt
10806,INV003060,2024-06-18 00:00:00.000000,SIP,1023.0,Rajasthan,Jaipur,T30,56+,Female,Pending,Nippon India Small Cap Fund - Regular - Growth,Nippon India MF,Equity
10807,INV003073,2024-06-18 00:00:00.000000,Redemption,75754.0,Punjab,Amritsar,B30,26-35,Male,Pending,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
10808,INV003074,2024-06-18 00:00:00.000000,SIP,17965.0,Haryana,Faridabad,B30,26-35,Male,Verified,SBI Small Cap Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
10809,INV003158,2024-06-18 00:00:00.000000,SIP,2410.0,Karnataka,Mysore,B30,26-35,Male,Pending,Nippon India Large Cap Fund - Regular - Growth,Nippon India MF,Equity
10810,INV003288,2024-06-18 00:00:00.000000,Lumpsum,434049.0,Punjab,Chandigarh,T30,56+,Male,Verified,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,Equity
10811,INV003380,2024-06-18 00:00:00.000000,SIP,6385.0,Delhi,Noida,T30,36-45,Male,Verified,Nippon India Large Cap Fund - Direct - Growth,Nippon India MF,Equity
10812,INV003400,2024-06-18 00:00:00.000000,Lumpsum,218309.0,Tamil Nadu,Coimbatore,B30,36-45,Female,Verified,Axis Bluechip Fund - Regular - Growth,Axis Mutual Fund,Equity
10813,INV003458,2024-06-18 00:00:00.000000,SIP,534.0,Gujarat,Surat,T30,36-45,Male,Verified,Mirae Asset Tax Saver Fund - Regular - Growth,Mirae Asset MF,Equity
10814,INV003477,2024-06-18 00:00:00.000000,Redemption,360882.0,Delhi,Gurugram,T30,36-45,Female,Verified,Nippon India Large Cap Fund - Direct - Growth,Nippon India MF,Equity
10815,INV003561,2024-06-18 00:00:00.000000,SIP,48622.0,West Bengal,Kolkata,T30,26-35,Male,Verified,HDFC Mid-Cap Opportunities Fund - Direct - Growth,HDFC Mutual Fund,Equity
10816,INV003584,2024-06-18 00:00:00.000000,Redemption,121087.0,Punjab,Amritsar,B30,26-35,Male,Verified,DSP Small Cap Fund - Regular - Growth,DSP Mutual Fund,Equity
10817,INV003597,2024-06-18 00:00:00.000000,Lumpsum,65461.0,Punjab,Chandigarh,T30,18-25,Male,Verified,DSP Top 100 Equity Fund - Regular - Growth,DSP Mutual Fund,Equity
10818,INV003647,2024-06-18 00:00:00.000000,SIP,2973.0,Haryana,Faridabad,B30,56+,Male,Verified,Nippon India ETF Nifty 50 BeES,Nippon India MF,Equity
10819,INV003736,2024-06-18 00:00:00.000000,Lumpsum,232523.0,Karnataka,Mysore,B30,18-25,Male,Verified,HDFC Top 100 Fund - Direct Plan - Growth,HDFC Mutual Fund,Equity
10820,INV003865,2024-06-18 00:00:00.000000,Redemption,86900.0,Gujarat,Ahmedabad,T30,18-25,Female,Verified,DSP Small Cap Fund - Regular - Growth,DSP Mutual Fund,Equity
10821,INV004004,2024-06-18 00:00:00.000000,SIP,6982.0,Delhi,Gurugram,T30,18-25,Male,Verified,SBI Small Cap Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
10822,INV004032,2024-06-18 00:00:00.000000,SIP,948.0,West Bengal,Kolkata,T30,46-55,Male,Verified,UTI Flexi Cap Fund - Regular - Growth,UTI Mutual Fund,Equity
10823,INV004049,2024-06-18 00:00:00.000000,Lumpsum,82252.0,Gujarat,Ahmedabad,T30,36-45,Male,Verified,Nippon India Large Cap Fund - Direct - Growth,Nippon India MF,Equity
10824,INV004049,2024-06-18 00:00:00.000000,Lumpsum,283761.0,Gujarat,Ahmedabad,T30,36-45,Male,Verified,HDFC Top 100 Fund - Direct Plan - Growth,HDFC Mutual Fund,Equity
10825,INV004084,2024-06-18 00:00:00.000000,SIP,8089.0,Telangana,Hyderabad,T30,26-35,Male,Verified,Axis Small Cap Fund - Regular - Growth,Axis Mutual Fund,Equity
10826,INV004128,2024-06-18 00:00:00.000000,SIP,2110.0,Haryana,Faridabad,B30,18-25,Male,Verified,UTI Mid Cap Fund - Regular - Growth,UTI Mutual Fund,Equity
10827,INV004298,2024-06-18 00:00:00.000000,SIP,8645.0,Gujarat,Ahmedabad,T30,36-45,Female,Verified,Mirae Asset Tax Saver Fund - Regular - Growth,Mirae Asset MF,Equity
10828,INV004486,2024-06-18 00:00:00.000000,Lumpsum,423506.0,Uttar Pradesh,Agra,B30,26-35,Male,Verified,DSP Midcap Fund - Regular - Growth,DSP Mutual Fund,Equity
10829,INV004724,2024-06-18 00:00:00.000000,Redemption,172709.0,Telangana,Hyderabad,T30,26-35,Male,Verified,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
10830,INV004826,2024-06-18 00:00:00.000000,SIP,2254.0,Tamil Nadu,Coimbatore,B30,26-35,Male,Verified,Axis Midcap Fund - Regular - Growth,Axis Mutual Fund,Equity
10831,INV004880,2024-06-18 00:00:00.000000,SIP,47433.0,Punjab,Chandigarh,T30,26-35,Male,Verified,UTI Flexi Cap Fund - Regular - Growth,UTI Mutual Fund,Equity
10832,INV004901,2024-06-18 00:00:00.000000,SIP,598.0,Haryana,Gurugram,T30,26-35,Female,Verified,HDFC Mid-Cap Opportunities Fund - Direct - Growth,HDFC Mutual Fund,Equity
10833,INV004948,2024-06-18 00:00:00.000000,SIP,5160.0,Madhya Pradesh,Indore,T30,56+,Male,Verified,Nippon India ETF Nifty 50 BeES,Nippon India MF,Equity
10834,INV000062,2024-06-19 00:00:00.000000,Lumpsum,398495.0,Haryana,Faridabad,B30,46-55,Male,Verified,ABSL Liquid Fund - Regular - Growth,Aditya Birla Sun Life MF,Debt
10835,INV000129,2024-06-19 00:00:00.000000,SIP,6065.0,Punjab,Amritsar,B30,26-35,Female,Verified,ABSL Small Cap Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity
10836,INV000203,2024-06-19 00:00:00.000000,Redemption,455954.0,Maharashtra,Nashik,B30,26-35,Male,Verified,ICICI Pru Midcap Fund - Regular - Growth,ICICI Prudential MF,Equity
10837,INV000208,2024-06-19 00:00:00.000000,SIP,2572.0,Gujarat,Surat,T30,36-45,Male,Verified,Nippon India Gilt Securities Fund - Regular - Growth,Nippon India MF,Debt
10838,INV000224,2024-06-19 00:00:00.000000,Redemption,183108.0,Telangana,Hyderabad,T30,26-35,Male,Verified,Axis Midcap Fund - Regular - Growth,Axis Mutual Fund,Equity
10839,INV000326,2024-06-19 00:00:00.000000,Lumpsum,141055.0,Madhya Pradesh,Bhopal,B30,26-35,Female,Verified,Axis Bluechip Fund - Direct - Growth,Axis Mutual Fund,Equity
10840,INV000372,2024-06-19 00:00:00.000000,SIP,2779.0,Gujarat,Surat,T30,36-45,Male,Verified,Mirae Asset Large Cap Fund - Regular - Growth,Mirae Asset MF,Equity
10841,INV000383,2024-06-19 00:00:00.000000,Redemption,18488.0,Telangana,Hyderabad,T30,26-35,Female,Verified,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
10842,INV000399,2024-06-19 00:00:00.000000,SIP,809.0,Karnataka,Bangalore,T30,26-35,Male,Verified,Kotak Emerging Equity Fund - Regular - Growth,Kotak Mahindra MF,Equity
10843,INV000477,2024-06-19 00:00:00.000000,Lumpsum,165692.0,Uttar Pradesh,Lucknow,T30,18-25,Female,Verified,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity
10844,INV000481,2024-06-19 00:00:00.000000,Lumpsum,459774.0,Madhya Pradesh,Bhopal,B30,26-35,Female,Verified,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
10845,INV000493,2024-06-19 00:00:00.000000,SIP,8157.0,Punjab,Chandigarh,T30,18-25,Male,Verified,ABSL Liquid Fund - Regular - Growth,Aditya Birla Sun Life MF,Debt
10846,INV000524,2024-06-19 00:00:00.000000,SIP,42984.0,West Bengal,Kolkata,T30,56+,Male,Verified,Kotak Emerging Equity Fund - Regular - Growth,Kotak Mahindra MF,Equity
10847,INV000614,2024-06-19 00:00:00.000000,Lumpsum,432337.0,Rajasthan,Udaipur,B30,26-35,Male,Verified,Kotak Liquid Fund - Regular - Growth,Kotak Mahindra MF,Debt
10848,INV000648,2024-06-19 00:00:00.000000,SIP,7944.0,Uttar Pradesh,Kanpur,B30,18-25,Female,Verified,Mirae Asset Tax Saver Fund - Regular - Growth,Mirae Asset MF,Equity
10849,INV000713,2024-06-19 00:00:00.000000,SIP,44050.0,Delhi,Noida,T30,36-45,Female,Pending,Mirae Asset Large Cap Fund - Regular - Growth,Mirae Asset MF,Equity
10850,INV000861,2024-06-19 00:00:00.000000,SIP,2095.0,Uttar Pradesh,Lucknow,T30,18-25,Male,Verified,HDFC Mid-Cap Opportunities Fund - Direct - Growth,HDFC Mutual Fund,Equity
10851,INV001062,2024-06-19 00:00:00.000000,Lumpsum,395511.0,Karnataka,Bangalore,T30,26-35,Male,Verified,HDFC Mid-Cap Opportunities Fund - Direct - Growth,HDFC Mutual Fund,Equity
10852,INV001077,2024-06-19 00:00:00.000000,Lumpsum,149562.0,Uttar Pradesh,Lucknow,T30,26-35,Male,Verified,DSP Top 100 Equity Fund - Regular - Growth,DSP Mutual Fund,Equity
10853,INV001374,2024-06-19 00:00:00.000000,Redemption,20108.0,Madhya Pradesh,Indore,T30,36-45,Male,Verified,Kotak Flexicap Fund - Regular - Growth,Kotak Mahindra MF,Equity
10854,INV001377,2024-06-19 00:00:00.000000,SIP,4991.0,Maharashtra,Mumbai,T30,56+,Female,Verified,DSP Small Cap Fund - Regular - Growth,DSP Mutual Fund,Equity
10855,INV001597,2024-06-19 00:00:00.000000,SIP,15773.0,West Bengal,Kolkata,T30,36-45,Male,Verified,Axis Midcap Fund - Regular - Growth,Axis Mutual Fund,Equity
10856,INV001758,2024-06-19 00:00:00.000000,Redemption,175518.0,Gujarat,Surat,T30,18-25,Female,Verified,ICICI Pru Bluechip Fund - Regular - Growth,ICICI Prudential MF,Equity
10857,INV001987,2024-06-19 00:00:00.000000,SIP,7236.0,Tamil Nadu,Coimbatore,B30,18-25,Male,Verified,Mirae Asset Emerging Bluechip Fund - Regular - Growth,Mirae Asset MF,Equity
10858,INV002009,2024-06-19 00:00:00.000000,SIP,12577.0,Telangana,Hyderabad,T30,36-45,Female,Verified,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
10859,INV002036,2024-06-19 00:00:00.000000,SIP,15197.0,Madhya Pradesh,Indore,T30,26-35,Male,Verified,ICICI Pru Midcap Fund - Regular - Growth,ICICI Prudential MF,Equity
10860,INV002080,2024-06-19 00:00:00.000000,Lumpsum,45148.0,Tamil Nadu,Coimbatore,B30,26-35,Male,Verified,ABSL Small Cap Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity
10861,INV002260,2024-06-19 00:00:00.000000,Lumpsum,509484.0,Telangana,Hyderabad,T30,26-35,Female,Verified,ICICI Pru Value Discovery Fund - Regular - Growth,ICICI Prudential MF,Equity
10862,INV002495,2024-06-19 00:00:00.000000,SIP,535.0,Maharashtra,Nashik,B30,26-35,Male,Verified,Nippon India Gilt Securities Fund - Regular - Growth,Nippon India MF,Debt
10863,INV002502,2024-06-19 00:00:00.000000,SIP,2867.0,Tamil Nadu,Coimbatore,B30,26-35,Male,Verified,UTI Mid Cap Fund - Regular - Growth,UTI Mutual Fund,Equity
10864,INV002508,2024-06-19 00:00:00.000000,SIP,4299.0,West Bengal,Kolkata,T30,46-55,Male,Verified,UTI Flexi Cap Fund - Regular - Growth,UTI Mutual Fund,Equity
10865,INV002551,2024-06-19 00:00:00.000000,SIP,6425.0,West Bengal,Kolkata,T30,18-25,Female,Verified,DSP Top 100 Equity Fund - Regular - Growth,DSP Mutual Fund,Equity
10866,INV002563,2024-06-19 00:00:00.000000,SIP,4248.0,Madhya Pradesh,Indore,T30,18-25,Female,Verified,HDFC Top 100 Fund - Direct Plan - Growth,HDFC Mutual Fund,Equity
10867,INV002591,2024-06-19 00:00:00.000000,SIP,5677.0,Gujarat,Ahmedabad,T30,18-25,Male,Verified,DSP Midcap Fund - Regular - Growth,DSP Mutual Fund,Equity
10868,INV002603,2024-06-19 00:00:00.000000,Lumpsum,435941.0,Haryana,Gurugram,T30,36-45,Male,Verified,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
10869,INV002643,2024-06-19 00:00:00.000000,Lumpsum,141880.0,Telangana,Hyderabad,T30,36-45,Male,Verified,Mirae Asset Emerging Bluechip Fund - Regular - Growth,Mirae Asset MF,Equity
10870,INV002721,2024-06-19 00:00:00.000000,SIP,818.0,Tamil Nadu,Chennai,T30,46-55,Female,Verified,Nippon India Large Cap Fund - Direct - Growth,Nippon India MF,Equity
10871,INV002828,2024-06-19 00:00:00.000000,Lumpsum,137255.0,West Bengal,Kolkata,T30,26-35,Male,Verified,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity
10872,INV002847,2024-06-19 00:00:00.000000,SIP,423.0,Haryana,Faridabad,B30,26-35,Male,Verified,ICICI Pru Value Discovery Fund - Regular - Growth,ICICI Prudential MF,Equity
10873,INV002868,2024-06-19 00:00:00.000000,SIP,55333.0,Gujarat,Ahmedabad,T30,26-35,Female,Verified,ABSL Liquid Fund - Regular - Growth,Aditya Birla Sun Life MF,Debt
10874,INV002894,2024-06-19 00:00:00.000000,SIP,418.0,Delhi,Noida,T30,26-35,Male,Verified,Nippon India Gilt Securities Fund - Regular - Growth,Nippon India MF,Debt
10875,INV003095,2024-06-19 00:00:00.000000,Lumpsum,268873.0,Madhya Pradesh,Bhopal,B30,18-25,Male,Verified,SBI Small Cap Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
10876,INV003121,2024-06-19 00:00:00.000000,Lumpsum,88609.0,Telangana,Hyderabad,T30,36-45,Male,Verified,SBI Small Cap Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
10877,INV003167,2024-06-19 00:00:00.000000,SIP,5832.0,Telangana,Hyderabad,T30,26-35,Male,Verified,Nippon India Large Cap Fund - Regular - Growth,Nippon India MF,Equity
10878,INV003168,2024-06-19 00:00:00.000000,Redemption,25093.0,Uttar Pradesh,Lucknow,T30,18-25,Male,Verified,UTI Nifty 50 Index Fund - Regular - Growth,UTI Mutual Fund,Equity
10879,INV003250,2024-06-19 00:00:00.000000,Redemption,381882.0,Gujarat,Ahmedabad,T30,26-35,Male,Verified,Kotak Emerging Equity Fund - Regular - Growth,Kotak Mahindra MF,Equity
10880,INV003256,2024-06-19 00:00:00.000000,Redemption,223077.0,Punjab,Amritsar,B30,46-55,Male,Verified,DSP Small Cap Fund - Regular - Growth,DSP Mutual Fund,Equity
10881,INV003298,2024-06-19 00:00:00.000000,Lumpsum,459443.0,Gujarat,Surat,T30,26-35,Male,Verified,Mirae Asset Large Cap Fund - Regular - Growth,Mirae Asset MF,Equity
10882,INV003321,2024-06-19 00:00:00.000000,Lumpsum,255275.0,Karnataka,Bangalore,T30,46-55,Male,Verified,DSP Small Cap Fund - Regular - Growth,DSP Mutual Fund,Equity
10883,INV003329,2024-06-19 00:00:00.000000,Redemption,297429.0,Madhya Pradesh,Indore,T30,56+,Male,Verified,Kotak Flexicap Fund - Regular - Growth,Kotak Mahindra MF,Equity
10884,INV003352,2024-06-19 00:00:00.000000,SIP,1114.0,Maharashtra,Mumbai,T30,36-45,Male,Verified,ICICI Pru Bluechip Fund - Direct - Growth,ICICI Prudential MF,Equity
10885,INV003371,2024-06-19 00:00:00.000000,Redemption,223402.0,Maharashtra,Pune,T30,26-35,Female,Verified,Nippon India Large Cap Fund - Direct - Growth,Nippon India MF,Equity
10886,INV003396,2024-06-19 00:00:00.000000,SIP,1005.0,Karnataka,Mysore,B30,26-35,Male,Verified,Axis Small Cap Fund - Regular - Growth,Axis Mutual Fund,Equity
10887,INV003408,2024-06-19 00:00:00.000000,SIP,848.0,West Bengal,Kolkata,T30,18-25,Male,Verified,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity
10888,INV003455,2024-06-19 00:00:00.000000,Lumpsum,344608.0,Tamil Nadu,Coimbatore,B30,46-55,Male,Verified,Axis Bluechip Fund - Direct - Growth,Axis Mutual Fund,Equity
10889,INV003480,2024-06-19 00:00:00.000000,Lumpsum,348140.0,Madhya Pradesh,Bhopal,B30,26-35,Male,Verified,ICICI Pru Midcap Fund - Regular - Growth,ICICI Prudential MF,Equity
10890,INV003660,2024-06-19 00:00:00.000000,SIP,2573.0,Delhi,Noida,T30,26-35,Male,Verified,Kotak Emerging Equity Fund - Regular - Growth,Kotak Mahindra MF,Equity
10891,INV003678,2024-06-19 00:00:00.000000,Lumpsum,377130.0,Gujarat,Ahmedabad,T30,26-35,Male,Verified,Mirae Asset Emerging Bluechip Fund - Regular - Growth,Mirae Asset MF,Equity
10892,INV003844,2024-06-19 00:00:00.000000,SIP,11217.0,Maharashtra,Nashik,B30,26-35,Female,Verified,SBI Small Cap Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
10893,INV003851,2024-06-19 00:00:00.000000,SIP,7271.0,Karnataka,Bangalore,T30,46-55,Male,Verified,UTI Mid Cap Fund - Regular - Growth,UTI Mutual Fund,Equity
10894,INV003862,2024-06-19 00:00:00.000000,SIP,596.0,Madhya Pradesh,Indore,T30,26-35,Male,Verified,Nippon India Small Cap Fund - Regular - Growth,Nippon India MF,Equity
10895,INV003869,2024-06-19 00:00:00.000000,Lumpsum,259710.0,Maharashtra,Mumbai,T30,18-25,Male,Verified,ICICI Pru Liquid Fund - Regular - Growth,ICICI Prudential MF,Debt
10896,INV004007,2024-06-19 00:00:00.000000,SIP,2592.0,Delhi,New Delhi,T30,18-25,Female,Verified,Axis Bluechip Fund - Direct - Growth,Axis Mutual Fund,Equity
10897,INV004035,2024-06-19 00:00:00.000000,SIP,527.0,Gujarat,Ahmedabad,T30,26-35,Male,Verified,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,Equity
10898,INV004104,2024-06-19 00:00:00.000000,SIP,25544.0,Tamil Nadu,Coimbatore,B30,26-35,Male,Verified,Nippon India Small Cap Fund - Regular - Growth,Nippon India MF,Equity
10899,INV004112,2024-06-19 00:00:00.000000,SIP,12974.0,Madhya Pradesh,Bhopal,B30,46-55,Male,Verified,Nippon India Small Cap Fund - Regular - Growth,Nippon India MF,Equity
10900,INV004142,2024-06-19 00:00:00.000000,SIP,6388.0,West Bengal,Kolkata,T30,26-35,Male,Verified,Kotak Bluechip Fund - Regular - Growth,Kotak Mahindra MF,Equity
10901,INV004187,2024-06-19 00:00:00.000000,Redemption,5146.0,Haryana,Gurugram,T30,18-25,Male,Verified,Kotak Bluechip Fund - Regular - Growth,Kotak Mahindra MF,Equity
10902,INV004297,2024-06-19 00:00:00.000000,SIP,3142.0,Karnataka,Bangalore,T30,36-45,Female,Verified,ABSL Liquid Fund - Regular - Growth,Aditya Birla Sun Life MF,Debt
10903,INV004297,2024-06-19 00:00:00.000000,SIP,13903.0,Karnataka,Bangalore,T30,36-45,Female,Pending,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,Equity
10904,INV004316,2024-06-19 00:00:00.000000,SIP,17724.0,Karnataka,Bangalore,T30,46-55,Male,Verified,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt
10905,INV004963,2024-06-19 00:00:00.000000,SIP,2575.0,Delhi,Noida,T30,36-45,Female,Pending,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity
10906,INV000099,2024-06-20 00:00:00.000000,Lumpsum,138090.0,Haryana,Gurugram,T30,36-45,Male,Verified,Axis Midcap Fund - Regular - Growth,Axis Mutual Fund,Equity
10907,INV000137,2024-06-20 00:00:00.000000,Redemption,302584.0,Rajasthan,Jaipur,T30,26-35,Female,Verified,ABSL Small Cap Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity
10908,INV000153,2024-06-20 00:00:00.000000,SIP,4796.0,Karnataka,Mysore,B30,26-35,Male,Verified,ABSL Liquid Fund - Regular - Growth,Aditya Birla Sun Life MF,Debt
10909,INV000243,2024-06-20 00:00:00.000000,SIP,2072.0,Punjab,Chandigarh,T30,26-35,Male,Verified,HDFC Top 100 Fund - Direct Plan - Growth,HDFC Mutual Fund,Equity
