transaction_id,investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status,date_key
6120,INV003033,2024-04-06,149323,SIP,561,Gujarat,Ahmedabad,T30,36-45,Male,17.3,Mandate,Verified,20240406
6121,INV003045,2024-04-06,120503,SIP,546,Telangana,Hyderabad,T30,26-35,Male,12.2,Cheque,Verified,20240406
6122,INV003162,2024-04-06,125498,Redemption,410840,West Bengal,Kolkata,T30,18-25,Male,4.1,Cheque,Verified,20240406
6123,INV003203,2024-04-06,149322,SIP,2545,Telangana,Hyderabad,T30,26-35,Male,22.5,UPI,Verified,20240406
6124,INV003295,2024-04-06,101208,SIP,2976,Gujarat,Ahmedabad,T30,26-35,Male,20.8,Cheque,Verified,20240406
6125,INV003320,2024-04-06,120507,SIP,590,Tamil Nadu,Coimbatore,B30,56+,Male,73.7,Cheque,Verified,20240406
6126,INV003411,2024-04-06,101208,Redemption,154767,Tamil Nadu,Chennai,T30,26-35,Male,14.2,Net Banking,Verified,20240406
6127,INV003507,2024-04-06,148568,Redemption,198546,Karnataka,Bangalore,T30,26-35,Female,22.5,Cheque,Pending,20240406
6128,INV003553,2024-04-06,119551,SIP,5625,Punjab,Amritsar,B30,36-45,Male,33.0,Cheque,Verified,20240406
6129,INV003902,2024-04-06,120507,Redemption,148496,Karnataka,Mysore,B30,26-35,Male,23.1,Cheque,Verified,20240406
6130,INV003940,2024-04-06,120504,SIP,44073,West Bengal,Kolkata,T30,36-45,Male,21.6,Cheque,Verified,20240406
6131,INV003956,2024-04-06,100025,SIP,20880,Punjab,Amritsar,B30,36-45,Male,32.3,UPI,Verified,20240406
6132,INV003964,2024-04-06,120503,SIP,2509,Punjab,Chandigarh,T30,26-35,Male,16.7,UPI,Verified,20240406
6133,INV004050,2024-04-06,100016,Lumpsum,176485,West Bengal,Kolkata,T30,26-35,Male,15.5,Mandate,Verified,20240406
6134,INV004184,2024-04-06,119551,SIP,27478,Karnataka,Bangalore,T30,26-35,Male,9.9,Mandate,Verified,20240406
6135,INV004230,2024-04-06,148569,Lumpsum,489141,Karnataka,Bangalore,T30,18-25,Female,7.4,Cheque,Verified,20240406
6136,INV004477,2024-04-06,119092,SIP,7336,Delhi,Gurugram,T30,46-55,Female,88.3,Net Banking,Verified,20240406
6137,INV004490,2024-04-06,119551,SIP,42319,Madhya Pradesh,Indore,T30,18-25,Female,3.9,Net Banking,Verified,20240406
6138,INV004521,2024-04-06,100016,Lumpsum,441720,Gujarat,Ahmedabad,T30,18-25,Male,7.9,UPI,Verified,20240406
6139,INV004664,2024-04-06,148567,SIP,5204,Karnataka,Bangalore,T30,26-35,Male,18.6,UPI,Verified,20240406
6140,INV000012,2024-04-07,119094,SIP,9594,Uttar Pradesh,Kanpur,B30,46-55,Male,51.6,Mandate,Verified,20240407
6141,INV000033,2024-04-07,119095,Lumpsum,183387,Delhi,New Delhi,T30,36-45,Female,12.4,UPI,Verified,20240407
6142,INV000086,2024-04-07,101208,SIP,28195,Karnataka,Mysore,B30,18-25,Female,4.1,Mandate,Verified,20240407
6143,INV000103,2024-04-07,148568,SIP,1194,Punjab,Chandigarh,T30,26-35,Female,18.2,Mandate,Verified,20240407
6144,INV000238,2024-04-07,125497,SIP,59081,Telangana,Hyderabad,T30,36-45,Male,26.3,UPI,Pending,20240407
6145,INV000428,2024-04-07,120843,SIP,1091,Delhi,Gurugram,T30,36-45,Male,27.2,Mandate,Verified,20240407
6146,INV000458,2024-04-07,120503,Lumpsum,328998,Rajasthan,Udaipur,B30,56+,Male,18.9,Mandate,Verified,20240407
6147,INV000469,2024-04-07,120843,SIP,1636,Tamil Nadu,Coimbatore,B30,18-25,Male,4.7,UPI,Verified,20240407
6148,INV000500,2024-04-07,119094,Lumpsum,210992,West Bengal,Kolkata,T30,26-35,Female,19.9,UPI,Pending,20240407
6149,INV000646,2024-04-07,100025,Lumpsum,316929,Uttar Pradesh,Lucknow,T30,26-35,Female,23.9,UPI,Verified,20240407
6150,INV000723,2024-04-07,119095,Lumpsum,399282,Madhya Pradesh,Indore,T30,46-55,Female,31.4,Mandate,Verified,20240407
6151,INV000804,2024-04-07,119092,Redemption,371649,Karnataka,Mysore,B30,36-45,Male,39.7,Cheque,Verified,20240407
6152,INV000825,2024-04-07,149323,SIP,2169,Madhya Pradesh,Bhopal,B30,18-25,Female,5.5,Cheque,Pending,20240407
6153,INV000853,2024-04-07,148567,Lumpsum,324844,Punjab,Chandigarh,T30,26-35,Female,8.0,Cheque,Verified,20240407
6154,INV000977,2024-04-07,120506,SIP,8678,Karnataka,Mysore,B30,56+,Male,22.5,Mandate,Verified,20240407
6155,INV001050,2024-04-07,120503,Lumpsum,159787,Telangana,Hyderabad,T30,36-45,Female,38.9,Cheque,Verified,20240407
6156,INV001157,2024-04-07,120503,SIP,8210,Tamil Nadu,Coimbatore,B30,36-45,Female,23.0,Net Banking,Verified,20240407
6157,INV001218,2024-04-07,119599,Lumpsum,127292,Madhya Pradesh,Bhopal,B30,36-45,Male,21.1,UPI,Verified,20240407
6158,INV001367,2024-04-07,100025,Lumpsum,81636,Maharashtra,Nashik,B30,36-45,Male,32.2,Mandate,Verified,20240407
6159,INV001465,2024-04-07,149322,SIP,801,Punjab,Amritsar,B30,26-35,Male,21.0,Mandate,Verified,20240407
6160,INV001643,2024-04-07,119552,SIP,2771,Punjab,Amritsar,B30,36-45,Male,28.4,Net Banking,Verified,20240407
6161,INV001737,2024-04-07,102886,SIP,554,Telangana,Hyderabad,T30,26-35,Female,10.1,UPI,Verified,20240407
6162,INV001739,2024-04-07,148568,SIP,2633,West Bengal,Kolkata,T30,36-45,Female,45.5,UPI,Verified,20240407
6163,INV001883,2024-04-07,125498,SIP,535,Maharashtra,Pune,T30,46-55,Male,69.3,Mandate,Verified,20240407
6164,INV002045,2024-04-07,119598,Redemption,160642,Rajasthan,Jaipur,T30,18-25,Female,3.8,UPI,Verified,20240407
6165,INV002124,2024-04-07,100033,Redemption,435639,Tamil Nadu,Coimbatore,B30,18-25,Male,5.0,Mandate,Verified,20240407
6166,INV002158,2024-04-07,148568,SIP,2360,Madhya Pradesh,Indore,T30,26-35,Male,14.5,UPI,Verified,20240407
6167,INV002188,2024-04-07,149323,SIP,2532,Rajasthan,Jaipur,T30,26-35,Male,19.1,UPI,Pending,20240407
6168,INV002310,2024-04-07,120504,Redemption,21335,Tamil Nadu,Coimbatore,B30,26-35,Female,15.6,Mandate,Verified,20240407
6169,INV002318,2024-04-07,118635,Lumpsum,312558,Tamil Nadu,Chennai,T30,36-45,Male,21.1,Net Banking,Verified,20240407
6170,INV002318,2024-04-07,120841,SIP,16558,Tamil Nadu,Chennai,T30,36-45,Male,21.1,Mandate,Verified,20240407
6171,INV002450,2024-04-07,120506,SIP,5285,West Bengal,Kolkata,T30,36-45,Female,14.5,UPI,Pending,20240407
6172,INV002507,2024-04-07,148567,SIP,16200,Tamil Nadu,Chennai,T30,26-35,Female,12.7,Cheque,Verified,20240407
6173,INV002548,2024-04-07,120843,Redemption,199739,Haryana,Gurugram,T30,26-35,Male,21.3,Net Banking,Verified,20240407
6174,INV002668,2024-04-07,149323,Redemption,270962,Delhi,Gurugram,T30,26-35,Male,9.8,UPI,Verified,20240407
6175,INV002700,2024-04-07,125497,SIP,2207,Tamil Nadu,Coimbatore,B30,26-35,Male,8.1,UPI,Verified,20240407
6176,INV002743,2024-04-07,120844,Redemption,442488,Haryana,Gurugram,T30,56+,Male,49.8,Cheque,Verified,20240407
6177,INV002798,2024-04-07,118636,Lumpsum,254589,Tamil Nadu,Coimbatore,B30,26-35,Female,24.5,Cheque,Verified,20240407
6178,INV002958,2024-04-07,119094,SIP,24357,Punjab,Amritsar,B30,26-35,Male,10.3,UPI,Verified,20240407
6179,INV002958,2024-04-07,148568,Redemption,77888,Punjab,Amritsar,B30,26-35,Male,10.3,Net Banking,Pending,20240407
6180,INV002997,2024-04-07,118633,Redemption,201544,West Bengal,Kolkata,T30,26-35,Male,23.7,Net Banking,Verified,20240407
6181,INV003325,2024-04-07,120843,SIP,2528,Haryana,Faridabad,B30,26-35,Male,17.3,Net Banking,Verified,20240407
6182,INV003560,2024-04-07,119093,SIP,24553,Rajasthan,Udaipur,B30,26-35,Male,22.5,UPI,Verified,20240407
6183,INV003712,2024-04-07,119094,Redemption,65563,Maharashtra,Pune,T30,46-55,Male,82.6,Net Banking,Verified,20240407
6184,INV003712,2024-04-07,149322,SIP,2322,Maharashtra,Pune,T30,46-55,Male,82.6,Net Banking,Verified,20240407
6185,INV003734,2024-04-07,119095,SIP,8109,Tamil Nadu,Coimbatore,B30,56+,Male,70.3,Mandate,Verified,20240407
6186,INV003743,2024-04-07,119093,SIP,10003,West Bengal,Kolkata,T30,46-55,Male,79.9,Net Banking,Verified,20240407
6187,INV003745,2024-04-07,120503,SIP,2310,West Bengal,Kolkata,T30,36-45,Male,17.8,UPI,Verified,20240407
6188,INV003829,2024-04-07,102886,SIP,2812,Punjab,Amritsar,B30,36-45,Male,55.6,Cheque,Verified,20240407
6189,INV003898,2024-04-07,119599,SIP,53110,Madhya Pradesh,Indore,T30,26-35,Male,6.2,Net Banking,Verified,20240407
6190,INV003908,2024-04-07,100033,Lumpsum,343142,Tamil Nadu,Coimbatore,B30,26-35,Female,13.8,Cheque,Verified,20240407
6191,INV003916,2024-04-07,120843,Lumpsum,525790,Karnataka,Mysore,B30,26-35,Male,23.6,Net Banking,Verified,20240407
6192,INV004028,2024-04-07,125498,SIP,1910,Rajasthan,Jaipur,T30,18-25,Male,3.3,Cheque,Verified,20240407
6193,INV004070,2024-04-07,102887,Redemption,453133,Maharashtra,Pune,T30,26-35,Male,13.8,Cheque,Verified,20240407
6194,INV004085,2024-04-07,149323,SIP,8563,Maharashtra,Pune,T30,36-45,Female,34.5,Cheque,Verified,20240407
6195,INV004142,2024-04-07,120841,SIP,53227,West Bengal,Kolkata,T30,26-35,Male,12.0,Cheque,Verified,20240407
6196,INV004513,2024-04-07,149323,SIP,6190,Karnataka,Mysore,B30,36-45,Female,16.9,Cheque,Verified,20240407
6197,INV004527,2024-04-07,119092,Lumpsum,14894,West Bengal,Kolkata,T30,36-45,Male,39.6,Net Banking,Verified,20240407
6198,INV004530,2024-04-07,102885,SIP,59560,Maharashtra,Nashik,B30,36-45,Male,36.2,Net Banking,Verified,20240407
6199,INV004562,2024-04-07,101206,SIP,2222,Telangana,Hyderabad,T30,26-35,Female,19.0,Net Banking,Verified,20240407
6200,INV004673,2024-04-07,119599,SIP,56526,Maharashtra,Pune,T30,36-45,Female,39.7,Net Banking,Verified,20240407
6201,INV004738,2024-04-07,100033,SIP,26536,Uttar Pradesh,Kanpur,B30,56+,Female,52.6,Net Banking,Verified,20240407
6202,INV004792,2024-04-07,120507,Lumpsum,381169,Tamil Nadu,Chennai,T30,26-35,Male,20.5,Cheque,Verified,20240407
6203,INV004818,2024-04-07,119551,Lumpsum,372784,Maharashtra,Pune,T30,26-35,Male,23.5,Mandate,Verified,20240407
6204,INV004823,2024-04-07,149323,SIP,2642,Rajasthan,Jaipur,T30,36-45,Female,52.6,Net Banking,Verified,20240407
6205,INV004843,2024-04-07,119094,SIP,2050,Haryana,Faridabad,B30,56+,Male,49.8,Cheque,Pending,20240407
6206,INV004881,2024-04-07,101206,SIP,2367,Delhi,New Delhi,T30,18-25,Male,3.8,UPI,Verified,20240407
6207,INV004885,2024-04-07,120507,Lumpsum,184643,Punjab,Amritsar,B30,26-35,Male,11.7,Mandate,Verified,20240407
6208,INV004979,2024-04-07,149324,Lumpsum,192774,Punjab,Chandigarh,T30,26-35,Male,21.5,Mandate,Verified,20240407
6209,INV000033,2024-04-08,119095,Lumpsum,420147,Delhi,New Delhi,T30,36-45,Female,12.4,Net Banking,Verified,20240408
6210,INV000195,2024-04-08,120505,SIP,525,Madhya Pradesh,Bhopal,B30,36-45,Female,56.5,Net Banking,Verified,20240408
6211,INV000234,2024-04-08,118633,SIP,50799,Tamil Nadu,Coimbatore,B30,26-35,Male,23.8,Cheque,Verified,20240408
6212,INV000267,2024-04-08,118634,SIP,13610,Telangana,Hyderabad,T30,26-35,Male,17.7,Cheque,Verified,20240408
6213,INV000278,2024-04-08,149323,Redemption,92541,Rajasthan,Jaipur,T30,26-35,Male,22.1,Cheque,Verified,20240408
6214,INV000340,2024-04-08,102886,SIP,3439,Delhi,Gurugram,T30,26-35,Female,21.4,Net Banking,Verified,20240408
6215,INV000460,2024-04-08,119120,SIP,10261,Delhi,Noida,T30,36-45,Male,47.1,Cheque,Verified,20240408
6216,INV000548,2024-04-08,100016,Redemption,447555,Karnataka,Mysore,B30,36-45,Male,53.2,UPI,Verified,20240408
6217,INV000719,2024-04-08,119552,SIP,45093,Tamil Nadu,Coimbatore,B30,18-25,Male,6.8,Mandate,Verified,20240408
6218,INV000731,2024-04-08,100033,Lumpsum,197640,Rajasthan,Jaipur,T30,18-25,Male,7.1,Net Banking,Verified,20240408
6219,INV000796,2024-04-08,118636,Redemption,110375,Madhya Pradesh,Indore,T30,18-25,Male,5.0,Cheque,Verified,20240408
6220,INV000907,2024-04-08,125497,SIP,6328,Karnataka,Bangalore,T30,46-55,Female,64.5,Mandate,Verified,20240408
6221,INV000909,2024-04-08,118633,SIP,4281,Haryana,Gurugram,T30,46-55,Female,92.6,Cheque,Verified,20240408
6222,INV000959,2024-04-08,148569,Lumpsum,119491,Haryana,Faridabad,B30,46-55,Male,33.9,Mandate,Verified,20240408
6223,INV000979,2024-04-08,119093,SIP,8106,Karnataka,Bangalore,T30,26-35,Male,24.7,Mandate,Verified,20240408
6224,INV001109,2024-04-08,101208,Redemption,292543,Delhi,Noida,T30,26-35,Male,18.4,UPI,Verified,20240408
6225,INV001163,2024-04-08,120503,Lumpsum,315702,Karnataka,Mysore,B30,26-35,Male,10.2,Mandate,Verified,20240408
6226,INV001288,2024-04-08,102885,SIP,47631,Telangana,Hyderabad,T30,26-35,Male,21.8,Net Banking,Verified,20240408
6227,INV001386,2024-04-08,101207,Redemption,88201,Tamil Nadu,Coimbatore,B30,18-25,Male,7.5,Mandate,Verified,20240408
6228,INV001397,2024-04-08,149323,SIP,5368,Delhi,New Delhi,T30,26-35,Male,20.8,Cheque,Verified,20240408
6229,INV001485,2024-04-08,102885,SIP,6205,Rajasthan,Jaipur,T30,56+,Female,24.4,Mandate,Verified,20240408
6230,INV001491,2024-04-08,120505,SIP,24181,Tamil Nadu,Chennai,T30,56+,Male,78.5,Net Banking,Verified,20240408
6231,INV001606,2024-04-08,119551,SIP,22655,Punjab,Amritsar,B30,26-35,Female,23.4,Net Banking,Verified,20240408
6232,INV001793,2024-04-08,119599,SIP,6744,Karnataka,Mysore,B30,36-45,Female,22.5,Net Banking,Verified,20240408
6233,INV001829,2024-04-08,119120,Redemption,316313,Punjab,Chandigarh,T30,26-35,Male,22.7,Net Banking,Verified,20240408
6234,INV001987,2024-04-08,120503,SIP,2355,Tamil Nadu,Coimbatore,B30,18-25,Male,7.2,Net Banking,Verified,20240408
6235,INV002002,2024-04-08,118632,Lumpsum,68109,Gujarat,Ahmedabad,T30,36-45,Female,28.4,Cheque,Verified,20240408
6236,INV002107,2024-04-08,125497,SIP,2821,Telangana,Hyderabad,T30,26-35,Male,18.2,Cheque,Verified,20240408
6237,INV002108,2024-04-08,100025,SIP,46665,Gujarat,Ahmedabad,T30,46-55,Male,35.0,UPI,Verified,20240408
6238,INV002200,2024-04-08,119599,SIP,1090,Madhya Pradesh,Indore,T30,26-35,Male,23.1,Net Banking,Verified,20240408
6239,INV002245,2024-04-08,101207,SIP,3505,Karnataka,Mysore,B30,26-35,Female,24.6,UPI,Verified,20240408
6240,INV002282,2024-04-08,101207,Redemption,464921,West Bengal,Kolkata,T30,36-45,Male,53.7,Net Banking,Verified,20240408
6241,INV002286,2024-04-08,149322,Lumpsum,409565,Tamil Nadu,Coimbatore,B30,18-25,Male,5.9,Mandate,Verified,20240408
6242,INV002304,2024-04-08,149323,SIP,4104,Karnataka,Mysore,B30,46-55,Male,57.7,Cheque,Verified,20240408
6243,INV002349,2024-04-08,120842,SIP,522,Punjab,Amritsar,B30,26-35,Female,9.6,Cheque,Verified,20240408
6244,INV002447,2024-04-08,120506,Lumpsum,453004,Telangana,Hyderabad,T30,26-35,Male,21.3,UPI,Verified,20240408
6245,INV002602,2024-04-08,100025,Lumpsum,143645,Gujarat,Surat,T30,56+,Female,45.7,UPI,Verified,20240408
6246,INV002604,2024-04-08,101208,SIP,3328,Maharashtra,Mumbai,T30,36-45,Female,25.5,UPI,Pending,20240408
6247,INV002614,2024-04-08,149323,Redemption,190814,Punjab,Chandigarh,T30,36-45,Male,13.2,Net Banking,Verified,20240408
6248,INV002797,2024-04-08,125498,SIP,489,Madhya Pradesh,Indore,T30,36-45,Male,54.3,Net Banking,Verified,20240408
6249,INV002859,2024-04-08,100033,SIP,2070,Madhya Pradesh,Indore,T30,26-35,Male,20.1,Mandate,Verified,20240408
6250,INV002881,2024-04-08,120504,SIP,54738,Uttar Pradesh,Agra,B30,26-35,Female,11.4,UPI,Verified,20240408
6251,INV002884,2024-04-08,120507,SIP,5071,West Bengal,Kolkata,T30,18-25,Male,7.3,Mandate,Verified,20240408
6252,INV002891,2024-04-08,125497,SIP,54485,Haryana,Faridabad,B30,36-45,Female,56.5,Net Banking,Verified,20240408
6253,INV002917,2024-04-08,119094,SIP,4799,Maharashtra,Pune,T30,18-25,Male,6.4,Net Banking,Verified,20240408
6254,INV002968,2024-04-08,120844,SIP,41568,West Bengal,Kolkata,T30,36-45,Female,16.2,Net Banking,Verified,20240408
6255,INV003000,2024-04-08,148567,SIP,2374,Delhi,Gurugram,T30,36-45,Male,32.3,UPI,Verified,20240408
6256,INV003134,2024-04-08,100033,Lumpsum,478597,Telangana,Hyderabad,T30,36-45,Female,41.3,Net Banking,Pending,20240408
6257,INV003195,2024-04-08,120507,SIP,506,Uttar Pradesh,Lucknow,T30,36-45,Female,54.3,Mandate,Verified,20240408
6258,INV003202,2024-04-08,118634,SIP,2727,Maharashtra,Pune,T30,46-55,Male,48.9,Mandate,Verified,20240408
6259,INV003353,2024-04-08,100016,SIP,5505,Rajasthan,Udaipur,B30,26-35,Female,13.3,Cheque,Verified,20240408
6260,INV003369,2024-04-08,120843,Redemption,215837,Delhi,Noida,T30,26-35,Male,21.4,Mandate,Verified,20240408
6261,INV003563,2024-04-08,119598,SIP,1045,Haryana,Gurugram,T30,46-55,Male,41.8,Mandate,Verified,20240408
6262,INV003564,2024-04-08,118632,SIP,575,Telangana,Hyderabad,T30,18-25,Male,6.8,Net Banking,Verified,20240408
6263,INV003594,2024-04-08,149324,Redemption,221126,Madhya Pradesh,Indore,T30,18-25,Male,5.8,Cheque,Verified,20240408
6264,INV003726,2024-04-08,120506,SIP,523,Tamil Nadu,Coimbatore,B30,26-35,Male,24.1,Mandate,Verified,20240408
6265,INV003734,2024-04-08,149322,SIP,2226,Tamil Nadu,Coimbatore,B30,56+,Male,70.3,Cheque,Verified,20240408
6266,INV003772,2024-04-08,119120,SIP,7551,Punjab,Amritsar,B30,18-25,Female,6.8,Mandate,Verified,20240408
6267,INV003790,2024-04-08,125497,Lumpsum,459153,Maharashtra,Pune,T30,26-35,Male,10.5,Cheque,Verified,20240408
6268,INV003945,2024-04-08,148568,Lumpsum,219364,Gujarat,Ahmedabad,T30,46-55,Female,48.3,Net Banking,Verified,20240408
6269,INV003984,2024-04-08,118633,SIP,15744,Uttar Pradesh,Agra,B30,56+,Female,30.1,UPI,Verified,20240408
6270,INV004038,2024-04-08,102887,SIP,57449,Gujarat,Surat,T30,26-35,Female,24.6,Mandate,Verified,20240408
6271,INV004099,2024-04-08,118633,Redemption,374566,West Bengal,Kolkata,T30,26-35,Male,22.6,Mandate,Verified,20240408
6272,INV004114,2024-04-08,120844,SIP,8213,Tamil Nadu,Coimbatore,B30,26-35,Male,9.4,Net Banking,Verified,20240408
6273,INV004243,2024-04-08,119551,SIP,405,Punjab,Amritsar,B30,36-45,Female,38.7,Mandate,Verified,20240408
6274,INV004302,2024-04-08,119120,Redemption,361998,Karnataka,Mysore,B30,46-55,Male,63.4,Mandate,Verified,20240408
6275,INV004341,2024-04-08,148568,SIP,2167,Tamil Nadu,Coimbatore,B30,18-25,Male,7.5,Cheque,Verified,20240408
6276,INV004381,2024-04-08,119094,SIP,446,West Bengal,Kolkata,T30,46-55,Female,27.2,Mandate,Verified,20240408
6277,INV004616,2024-04-08,119095,Lumpsum,345795,West Bengal,Kolkata,T30,26-35,Female,18.1,Mandate,Pending,20240408
6278,INV004653,2024-04-08,100033,Lumpsum,493510,Rajasthan,Jaipur,T30,46-55,Female,32.2,Cheque,Verified,20240408
6279,INV004703,2024-04-08,118634,Redemption,217626,Gujarat,Ahmedabad,T30,56+,Female,45.6,Cheque,Verified,20240408
6280,INV004813,2024-04-08,148568,Redemption,64668,West Bengal,Kolkata,T30,26-35,Male,13.9,Mandate,Verified,20240408
6281,INV004848,2024-04-08,100016,SIP,818,Haryana,Gurugram,T30,26-35,Male,15.6,Net Banking,Verified,20240408
6282,INV000095,2024-04-09,100016,Lumpsum,525882,West Bengal,Kolkata,T30,18-25,Male,6.5,Cheque,Verified,20240409
6283,INV000140,2024-04-09,120503,SIP,1050,Punjab,Amritsar,B30,56+,Male,74.0,UPI,Verified,20240409
6284,INV000204,2024-04-09,102886,Lumpsum,178374,Punjab,Chandigarh,T30,36-45,Male,17.7,Net Banking,Verified,20240409
6285,INV000249,2024-04-09,149324,SIP,57518,Punjab,Amritsar,B30,26-35,Male,13.4,UPI,Verified,20240409
6286,INV000315,2024-04-09,119095,SIP,12078,Telangana,Hyderabad,T30,18-25,Male,3.2,Mandate,Verified,20240409
6287,INV000374,2024-04-09,119552,Redemption,183733,West Bengal,Kolkata,T30,18-25,Female,4.1,Mandate,Verified,20240409
6288,INV000602,2024-04-09,149324,Lumpsum,280701,West Bengal,Kolkata,T30,18-25,Male,8.0,Cheque,Verified,20240409
6289,INV000749,2024-04-09,125498,Redemption,155561,Uttar Pradesh,Kanpur,B30,36-45,Male,36.1,Cheque,Verified,20240409
6290,INV000862,2024-04-09,120507,SIP,44310,Uttar Pradesh,Agra,B30,26-35,Female,24.4,Cheque,Verified,20240409
6291,INV000889,2024-04-09,102886,SIP,2257,Maharashtra,Mumbai,T30,18-25,Male,6.2,Cheque,Verified,20240409
6292,INV001015,2024-04-09,120844,Lumpsum,411498,Haryana,Gurugram,T30,36-45,Female,21.1,Net Banking,Verified,20240409
6293,INV001104,2024-04-09,120843,Redemption,179745,Haryana,Gurugram,T30,26-35,Male,14.9,UPI,Verified,20240409
6294,INV001115,2024-04-09,119551,SIP,12519,Uttar Pradesh,Kanpur,B30,26-35,Male,20.7,Cheque,Verified,20240409
6295,INV001155,2024-04-09,119095,SIP,2612,Telangana,Hyderabad,T30,26-35,Female,16.7,Net Banking,Verified,20240409
6296,INV001202,2024-04-09,149323,SIP,7555,Karnataka,Bangalore,T30,26-35,Male,11.3,Cheque,Verified,20240409
6297,INV001206,2024-04-09,120841,Lumpsum,476784,Delhi,Noida,T30,26-35,Male,11.7,Cheque,Verified,20240409
6298,INV001218,2024-04-09,120504,SIP,2426,Madhya Pradesh,Bhopal,B30,36-45,Male,21.1,Mandate,Verified,20240409
6299,INV001223,2024-04-09,119551,Lumpsum,393909,Punjab,Amritsar,B30,56+,Male,46.0,Cheque,Verified,20240409
6300,INV001320,2024-04-09,101208,Lumpsum,148438,Punjab,Amritsar,B30,36-45,Male,31.8,Net Banking,Pending,20240409
6301,INV001320,2024-04-09,120505,SIP,23700,Punjab,Amritsar,B30,36-45,Male,31.8,UPI,Verified,20240409
6302,INV001434,2024-04-09,120841,SIP,17975,Maharashtra,Mumbai,T30,46-55,Male,92.6,Mandate,Verified,20240409
6303,INV001650,2024-04-09,118634,SIP,11336,Madhya Pradesh,Indore,T30,36-45,Male,38.1,UPI,Verified,20240409
6304,INV001716,2024-04-09,101208,SIP,2073,Haryana,Gurugram,T30,36-45,Male,45.0,UPI,Verified,20240409
6305,INV001822,2024-04-09,100025,Lumpsum,357526,Gujarat,Ahmedabad,T30,36-45,Male,59.6,UPI,Verified,20240409
6306,INV001822,2024-04-09,119598,SIP,914,Gujarat,Ahmedabad,T30,36-45,Male,59.6,Mandate,Verified,20240409
6307,INV001999,2024-04-09,148569,SIP,1754,Rajasthan,Udaipur,B30,18-25,Male,5.8,Net Banking,Verified,20240409
6308,INV002035,2024-04-09,118634,SIP,58146,Tamil Nadu,Chennai,T30,36-45,Male,12.2,Cheque,Verified,20240409
6309,INV002171,2024-04-09,120844,SIP,12631,Telangana,Hyderabad,T30,56+,Male,21.8,Net Banking,Verified,20240409
6310,INV002207,2024-04-09,149322,SIP,58720,Madhya Pradesh,Indore,T30,26-35,Female,6.6,UPI,Verified,20240409
6311,INV002295,2024-04-09,148567,SIP,45149,Telangana,Hyderabad,T30,26-35,Female,17.9,Net Banking,Verified,20240409
6312,INV002319,2024-04-09,119599,SIP,3512,Karnataka,Mysore,B30,26-35,Male,8.7,Cheque,Verified,20240409
6313,INV002404,2024-04-09,149323,SIP,43070,Madhya Pradesh,Bhopal,B30,18-25,Female,7.5,Cheque,Pending,20240409
6314,INV002546,2024-04-09,148568,SIP,2427,Gujarat,Surat,T30,26-35,Male,19.3,Cheque,Verified,20240409
6315,INV002590,2024-04-09,118635,SIP,13597,West Bengal,Kolkata,T30,36-45,Male,45.1,Net Banking,Pending,20240409
6316,INV002705,2024-04-09,119094,Lumpsum,269843,Uttar Pradesh,Lucknow,T30,46-55,Female,90.6,UPI,Verified,20240409
6317,INV002737,2024-04-09,120841,Redemption,375927,Gujarat,Ahmedabad,T30,18-25,Female,5.4,Cheque,Verified,20240409
6318,INV003014,2024-04-09,149322,SIP,58580,Karnataka,Bangalore,T30,26-35,Female,12.3,Mandate,Verified,20240409
6319,INV003110,2024-04-09,118635,Redemption,502027,Rajasthan,Jaipur,T30,26-35,Male,9.0,Cheque,Verified,20240409
6320,INV003159,2024-04-09,119551,Lumpsum,414748,Punjab,Amritsar,B30,36-45,Male,25.9,Cheque,Verified,20240409
6321,INV003220,2024-04-09,102886,Lumpsum,224294,Madhya Pradesh,Bhopal,B30,26-35,Male,7.6,UPI,Pending,20240409
6322,INV003238,2024-04-09,148567,SIP,54602,Telangana,Hyderabad,T30,26-35,Male,24.1,Net Banking,Verified,20240409
6323,INV003286,2024-04-09,120506,SIP,1150,Tamil Nadu,Chennai,T30,36-45,Female,41.2,Cheque,Verified,20240409
6324,INV003311,2024-04-09,100016,SIP,2266,Madhya Pradesh,Bhopal,B30,26-35,Male,9.5,UPI,Verified,20240409
6325,INV003417,2024-04-09,100033,SIP,3476,Karnataka,Mysore,B30,26-35,Male,17.6,UPI,Verified,20240409
6326,INV003502,2024-04-09,120506,Lumpsum,238770,Punjab,Amritsar,B30,56+,Female,20.5,Mandate,Verified,20240409
6327,INV003638,2024-04-09,125497,SIP,23586,West Bengal,Kolkata,T30,56+,Male,27.1,Net Banking,Verified,20240409
6328,INV003715,2024-04-09,118633,Lumpsum,258649,Punjab,Amritsar,B30,18-25,Male,5.8,Mandate,Verified,20240409
6329,INV003748,2024-04-09,120505,SIP,2051,Madhya Pradesh,Indore,T30,46-55,Male,66.4,UPI,Verified,20240409
6330,INV003824,2024-04-09,118635,Lumpsum,311962,Telangana,Hyderabad,T30,26-35,Male,9.4,Net Banking,Verified,20240409
6331,INV003835,2024-04-09,120505,SIP,997,Delhi,Noida,T30,36-45,Female,58.3,UPI,Pending,20240409
6332,INV003897,2024-04-09,119120,SIP,11982,Tamil Nadu,Coimbatore,B30,26-35,Male,24.0,Net Banking,Verified,20240409
